Aggr started. input=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 阴阳五行学说 -> core | ok=True attempts=1 fallback=False
[role] 同气相求 -> core | ok=True attempts=1 fallback=False
[role] 泻南补北 -> non-core | ok=True attempts=1 fallback=False
[role] 佐金平木 -> core | ok=True attempts=1 fallback=False
[role] 精气 -> core | ok=True attempts=1 fallback=False
[role] 奇恒之腑 -> core | ok=True attempts=1 fallback=False
[role] 金水相生 -> core | ok=True attempts=1 fallback=False
[role] 藏而不泻 -> non-core | ok=True attempts=1 fallback=False
[role] 抑木扶土 -> core | ok=True attempts=1 fallback=False
[role] 五色五味 -> non-core | ok=True attempts=1 fallback=False
[role] 五神脏 -> core | ok=True attempts=1 fallback=False
[role] 小肠 -> core | ok=True attempts=1 fallback=False
[role] 胃 -> core | ok=True attempts=1 fallback=False
[role] 三焦 -> core | ok=True attempts=1 fallback=False
[role] 泻而不藏 -> core | ok=True attempts=1 fallback=False
[role] 脑 -> core | ok=True attempts=1 fallback=False
[role] 受盛和传化水谷 -> core | ok=True attempts=1 fallback=False
[role] 大肠 -> core | ok=True attempts=1 fallback=False
[role] 髓 -> core | ok=True attempts=1 fallback=False
[role] 脉 -> core | ok=True attempts=1 fallback=False
[role] 女子胞 -> core | ok=True attempts=1 fallback=False
[role] 腑虚补脏 -> core | ok=True attempts=1 fallback=False
[role] 脏病多虚 -> core | ok=True attempts=1 fallback=False
[role] 腑病多实 -> core | ok=True attempts=1 fallback=False
[role] 脏腑经络生理系统 -> core | ok=True attempts=1 fallback=False
[role] 《内经》 -> core | ok=True attempts=1 fallback=False
[role] 脏实泻腑 -> core | ok=True attempts=1 fallback=False
[role] 健脾 -> core | ok=True attempts=1 fallback=False
[role] 脏腑形体官窍 -> core | ok=True attempts=1 fallback=False
[role] 食欲不振 -> non-core | ok=True attempts=1 fallback=False
[role] 早期解剖实践 -> core | ok=True attempts=1 fallback=False
[role] 腹胀便溏 -> non-core | ok=True attempts=1 fallback=False
[role] 五大功能系统 -> core | ok=True attempts=1 fallback=False
[role] 形体官窍 -> core | ok=True attempts=1 fallback=False
[role] 主肌肉四肢 -> core | ok=True attempts=1 fallback=False
[role] 脾主运化 -> core | ok=True attempts=1 fallback=False
[role] 气一元论 -> core | ok=True attempts=1 fallback=False
[role] 气血 -> core | ok=True attempts=1 fallback=False
[role] 心在志为喜 -> core | ok=True attempts=1 fallback=False
[role] 五行生克制化 -> core | ok=True attempts=1 fallback=False
[role] 肝在志为怒 -> core | ok=True attempts=1 fallback=False
[role] 心主血脉 -> core | ok=True attempts=1 fallback=False
[role] 体质 -> core | ok=True attempts=1 fallback=False
[role] 阴血 -> core | ok=True attempts=1 fallback=False
[role] 心之阳气 -> core | ok=True attempts=1 fallback=False
[role] 面色红润 -> non-core | ok=True attempts=1 fallback=False
[role] 心藏神 -> core | ok=True attempts=1 fallback=False
[role] 舌色荣润 -> non-core | ok=True attempts=1 fallback=False
[role] 心血不足 -> core | ok=True attempts=1 fallback=False
[role] 心气亏虚 -> core | ok=True attempts=1 fallback=False
[role] 心气 -> core | ok=True attempts=1 fallback=False
[role] 脉象和缓 -> non-core | ok=True attempts=1 fallback=False
[role] 面色无华 -> non-core | ok=True attempts=1 fallback=False
[role] 广义之神 -> core | ok=True attempts=1 fallback=False
[role] 唇舌青紫 -> non-core | ok=True attempts=1 fallback=False
[role] 舌淡脉弱 -> non-core | ok=True attempts=1 fallback=False
[role] 狭义之神 -> core | ok=True attempts=1 fallback=False
[role] 其华在面 -> core | ok=True attempts=1 fallback=False
[role] 血脉 -> core | ok=True attempts=1 fallback=False
[role] 心神 -> core | ok=True attempts=1 fallback=False
[role] 心胸刺痛 -> non-core | ok=True attempts=1 fallback=False
[role] 心在体合脉 -> core | ok=True attempts=1 fallback=False
[role] 心之气血 -> core | ok=True attempts=1 fallback=False
[role] 舌 -> core | ok=True attempts=1 fallback=False
[role] 心在液为汗 -> non-core | ok=True attempts=1 fallback=False
[role] 心血充盈 -> non-core | ok=True attempts=1 fallback=False
[role] 心血瘀阻 -> core | ok=True attempts=1 fallback=False
[role] 心开窍于舌 -> core | ok=True attempts=1 fallback=False
[role] 自汗 -> non-core | ok=True attempts=1 fallback=False
[role] 盗汗 -> non-core | ok=True attempts=1 fallback=False
[role] 血汗同源 -> core | ok=True attempts=1 fallback=False
[role] 心阳虚 -> core | ok=True attempts=1 fallback=False
[role] 心阴虚 -> core | ok=True attempts=1 fallback=False
[role] 心烦失眠 -> non-core | ok=True attempts=1 fallback=False
[role] 夏季阳热 -> non-core | ok=True attempts=1 fallback=False
[role] 心包络 -> core | ok=True attempts=1 fallback=False
[role] 喜 -> core | ok=True attempts=1 fallback=False
[role] 心属火 -> core | ok=True attempts=1 fallback=False
[role] 手厥阴心包经 -> core | ok=True attempts=1 fallback=False
[role] 心在时为夏 -> core | ok=True attempts=1 fallback=False
[role] 口舌生疮 -> non-core | ok=True attempts=1 fallback=False
[role] 热入心包 -> core | ok=True attempts=1 fallback=False
[role] 痰热蒙蔽心包 -> core | ok=True attempts=1 fallback=False
[role] 手少阳三焦经 -> core | ok=True attempts=1 fallback=False
[role] 痰浊蒙蔽心包 -> core | ok=True attempts=1 fallback=False
[role] 代心行令 -> core | ok=True attempts=1 fallback=False
[role] 心主神明 -> core | ok=True attempts=1 fallback=False
[role] 代心受邪 -> non-core | ok=True attempts=1 fallback=False
[role] 心之宫城 -> non-core | ok=True attempts=1 fallback=False
[role] 肺主气 -> core | ok=True attempts=1 fallback=False
[role] 通调水道 -> core | ok=True attempts=1 fallback=False
[role] 肺主治节 -> core | ok=True attempts=1 fallback=False
[role] 水之上源 -> core | ok=True attempts=1 fallback=False
[role] 肺朝百脉 -> core | ok=True attempts=1 fallback=False
[role] 司呼吸 -> core | ok=True attempts=1 fallback=False
[role] 宗气 -> core | ok=True attempts=1 fallback=False
[role] 气机 -> core | ok=True attempts=1 fallback=False
[role] 皮毛 -> non-core | ok=True attempts=1 fallback=False
[role] 宣发肃降 -> core | ok=True attempts=1 fallback=False
[role] 提壶揭盖法 -> core | ok=True attempts=1 fallback=False
[role] 水液代谢 -> core | ok=True attempts=1 fallback=False
[role] 血运 -> core | ok=True attempts=1 fallback=False
[role] 水肿 -> core | ok=True attempts=1 fallback=False
[role] 卫气 -> core | ok=True attempts=1 fallback=False
[role] 喉 -> core | ok=True attempts=1 fallback=False
[role] 咽 -> non-core | ok=True attempts=1 fallback=False
[role] 汗孔 -> core | ok=True attempts=1 fallback=False
[role] 肺精 -> non-core | ok=True attempts=1 fallback=False
[role] 秋燥 -> non-core | ok=True attempts=1 fallback=False
[role] 涕 -> core | ok=True attempts=1 fallback=False
[role] 鼻 -> core | ok=True attempts=1 fallback=False
[role] 悲忧 -> core | ok=True attempts=1 fallback=False
[role] 悬雍垂 -> non-core | ok=True attempts=1 fallback=False
[role] 金破不鸣 -> non-core | ok=True attempts=1 fallback=False
[role] 肺气 -> core | ok=True attempts=1 fallback=False
[role] 会厌 -> non-core | ok=True attempts=1 fallback=False
[role] 金实不鸣 -> non-core | ok=True attempts=1 fallback=False
[role] 胃腑 -> core | ok=True attempts=1 fallback=False
[role] 食管 -> non-core | ok=True attempts=1 fallback=False
[role] 水谷通道 -> core | ok=True attempts=1 fallback=False
[role] 进食不利 -> non-core | ok=True attempts=1 fallback=False
[role] 胃系 -> core | ok=True attempts=1 fallback=False
[role] 肺系 -> core | ok=True attempts=1 fallback=False
[role] 胃火上炎 -> non-core | ok=True attempts=1 fallback=False
[role] 咽痛 -> non-core | ok=True attempts=1 fallback=False
[role] 胃气血瘀结 -> non-core | ok=True attempts=1 fallback=False
[role] 吞咽 -> core | ok=True attempts=1 fallback=False
[role] 阴液枯槁 -> non-core | ok=True attempts=1 fallback=False
[role] 食物难下 -> non-core | ok=True attempts=1 fallback=False
[role] 吞咽梗阻 -> non-core | ok=True attempts=1 fallback=False
[role] 形体瘦削 -> non-core | ok=True attempts=1 fallback=False
[role] 运化水谷 -> core | ok=True attempts=1 fallback=False
[role] 水饮难入 -> non-core | ok=True attempts=1 fallback=False
[role] 水谷精微 -> core | ok=True attempts=1 fallback=False
[role] 运化水液 -> core | ok=True attempts=1 fallback=False
[role] 脾为生痰之源 -> core | ok=True attempts=1 fallback=False
[role] 脾气健运 -> core | ok=True attempts=1 fallback=False
[role] 脾失健运 -> core | ok=True attempts=1 fallback=False
[role] 升清 -> core | ok=True attempts=1 fallback=False
[role] 脾气固摄 -> core | ok=True attempts=1 fallback=False
[role] 胃主降浊 -> core | ok=True attempts=1 fallback=False
[role] 脾主升 -> core | ok=True attempts=1 fallback=False
[role] 脾主统血 -> core | ok=True attempts=1 fallback=False
[role] 升举 -> core | ok=True attempts=1 fallback=False
[role] 后天之本 -> core | ok=True attempts=1 fallback=False
[role] 脾运化水谷精微 -> core | ok=True attempts=1 fallback=False
[role] 脾在体合肉 -> core | ok=True attempts=1 fallback=False
[role] 主四肢 -> core | ok=True attempts=1 fallback=False
[role] 脾开窍于口 -> core | ok=True attempts=1 fallback=False
[role] 气血生化之源 -> core | ok=True attempts=1 fallback=False
[role] 其华在唇 -> non-core | ok=True attempts=1 fallback=False
[role] 四肢 -> non-core | ok=True attempts=1 fallback=False
[role] 饮食口味 -> non-core | ok=True attempts=1 fallback=False
[role] 口臭 -> non-core | ok=True attempts=1 fallback=False
[role] 肌肉 -> core | ok=True attempts=1 fallback=False
[role] 口甜腻 -> non-core | ok=True attempts=1 fallback=False
[role] 口淡 -> non-core | ok=True attempts=1 fallback=False
[role] 脾化生气血 -> non-core | ok=True attempts=1 fallback=False
[role] 唇淡白 -> non-core | ok=True attempts=1 fallback=False
[role] 口唇色泽 -> non-core | ok=True attempts=1 fallback=False
[role] 涎 -> non-core | ok=True attempts=1 fallback=False
[role] 唇红润 -> non-core | ok=True attempts=1 fallback=False
[role] 脾精 -> non-core | ok=True attempts=1 fallback=False
[role] 气虚流涎 -> non-core | ok=True attempts=1 fallback=False
[role] 脾在志为思 -> core | ok=True attempts=1 fallback=False
[role] 思则气结 -> non-core | ok=True attempts=1 fallback=False
[role] 纳呆 -> non-core | ok=True attempts=1 fallback=False
[role] 脾在液为涎 -> core | ok=True attempts=1 fallback=False
[role] 阴虚口干 -> non-core | ok=True attempts=1 fallback=False
[role] 思 -> core | ok=True attempts=1 fallback=False
[role] 腹胀 -> non-core | ok=True attempts=1 fallback=False
[role] 湿气 -> non-core | ok=True attempts=1 fallback=False
[role] 脾主长夏 -> core | ok=True attempts=1 fallback=False
[role] 胰 -> core | ok=True attempts=1 fallback=False
[role] 湿盛困脾 -> non-core | ok=True attempts=1 fallback=False
[role] 散膏 -> non-core | ok=True attempts=1 fallback=False
[role] 脾主四时 -> core | ok=True attempts=1 fallback=False
[role] 脾之副脏 -> non-core | ok=True attempts=1 fallback=False
[role] 主消化水谷 -> core | ok=True attempts=1 fallback=False
[role] 脾旺四时不受邪 -> core | ok=True attempts=1 fallback=False
[role] 肝主疏泄 -> core | ok=True attempts=1 fallback=False
[role] 肝主藏血 -> core | ok=True attempts=1 fallback=False
[role] 津血运行 -> core | ok=True attempts=1 fallback=False
[role] 消化 -> core | ok=True attempts=1 fallback=False
[role] 生殖功能 -> core | ok=True attempts=1 fallback=False
[role] 疏泄失常 -> core | ok=True attempts=1 fallback=False
[role] 气机上逆 -> non-core | ok=True attempts=1 fallback=False
[role] 气机阻滞 -> core | ok=True attempts=1 fallback=False
[role] 胀痛 -> non-core | ok=True attempts=1 fallback=False
[role] 急躁 -> non-core | ok=True attempts=1 fallback=False
[role] 血行 -> non-core | ok=True attempts=1 fallback=False
[role] 津液输布 -> core | ok=True attempts=1 fallback=False
[role] 贮藏血液 -> core | ok=True attempts=1 fallback=False
[role] 肝阳 -> core | ok=True attempts=1 fallback=False
[role] 胆汁分泌排泄 -> core | ok=True attempts=1 fallback=False
[role] 冲任 -> non-core | ok=True attempts=1 fallback=False
[role] 防止出血 -> core | ok=True attempts=1 fallback=False
[role] 妇科疾病 -> core | ok=True attempts=1 fallback=False
[role] 在体合筋 -> non-core | ok=True attempts=1 fallback=False
[role] 调节血量 -> core | ok=True attempts=1 fallback=False
[role] 魂 -> core | ok=True attempts=1 fallback=False
[role] 女子以肝为先天 -> core | ok=True attempts=1 fallback=False
[role] 在液为泪 -> non-core | ok=True attempts=1 fallback=False
[role] 开窍于目 -> non-core | ok=True attempts=1 fallback=False
[role] 其华在爪 -> non-core | ok=True attempts=1 fallback=False
[role] 肝阴 -> core | ok=True attempts=1 fallback=False
[role] 在志为怒 -> non-core | ok=True attempts=1 fallback=False
[role] 在时为春 -> non-core | ok=True attempts=1 fallback=False
[role] 肝阳偏亢 -> non-core | ok=True attempts=1 fallback=False
[role] 肝气 -> core | ok=True attempts=1 fallback=False
[role] 肝血 -> core | ok=True attempts=1 fallback=False
[role] 泪 -> core | ok=True attempts=1 fallback=False
[role] 爪甲 -> core | ok=True attempts=1 fallback=False
[role] 肝主筋 -> core | ok=True attempts=1 fallback=False
[role] 肾主藏精 -> core | ok=True attempts=1 fallback=False
[role] 狭义之精 -> core | ok=True attempts=1 fallback=False
[role] 广义之精 -> core | ok=True attempts=1 fallback=False
[role] 先天之精 -> core | ok=True attempts=1 fallback=False
[role] 天癸 -> core | ok=True attempts=1 fallback=False
[role] 肾主一身阴阳 -> core | ok=True attempts=1 fallback=False
[role] 肾气 -> core | ok=True attempts=1 fallback=False
[role] 肾阳 -> core | ok=True attempts=1 fallback=False
[role] 后天之精 -> core | ok=True attempts=1 fallback=False
[role] 肾阴 -> core | ok=True attempts=1 fallback=False
[role] 蒸腾气化 -> core | ok=True attempts=1 fallback=False
[role] 封藏之本 -> core | ok=True attempts=1 fallback=False
[role] 肾主水 -> core | ok=True attempts=1 fallback=False
[role] 肾主纳气 -> core | ok=True attempts=1 fallback=False
[role] 发 -> non-core | ok=True attempts=1 fallback=False
[role] 膀胱开阖 -> non-core | ok=True attempts=1 fallback=False
[role] 肾不纳气 -> core | ok=True attempts=1 fallback=False
[role] 肾精 -> core | ok=True attempts=1 fallback=False
[role] 二阴 -> non-core | ok=True attempts=1 fallback=False
[role] 冬 -> non-core | ok=True attempts=1 fallback=False
[role] 唾 -> non-core | ok=True attempts=1 fallback=False
[role] 冷秘 -> non-core | ok=True attempts=1 fallback=False
[role] 齿 -> core | ok=True attempts=1 fallback=False
[role] 久泄滑脱 -> non-core | ok=True attempts=1 fallback=False
[role] 肾精盛衰 -> core | ok=True attempts=1 fallback=False
[role] 便秘 -> core | ok=True attempts=1 fallback=False
[role] 耳聋 -> non-core | ok=True attempts=1 fallback=False
[role] 泄泻 -> core | ok=True attempts=1 fallback=False
[role] 齿摇脱落 -> non-core | ok=True attempts=1 fallback=False
[role] 枯槁早白 -> non-core | ok=True attempts=1 fallback=False
[role] 骨折 -> non-core | ok=True attempts=1 fallback=False
[role] 耳鸣 -> core | ok=True attempts=1 fallback=False
[role] 腰膝酸软 -> non-core | ok=True attempts=1 fallback=False
[role] 咽干 -> non-core | ok=True attempts=1 fallback=False
[role] 冬藏之气 -> non-core | ok=True attempts=1 fallback=False
[role] 命门 -> core | ok=True attempts=1 fallback=False
[role] 左肾右命门 -> core | ok=True attempts=1 fallback=False
[role] 《灵枢·根结》 -> non-core | ok=True attempts=1 fallback=False
[role] 右肾 -> non-core | ok=True attempts=1 fallback=False
[role] 左尺候肾 -> non-core | ok=True attempts=1 fallback=False
[role] 两肾之间的动气 -> non-core | ok=True attempts=1 fallback=False
[role] 《难经》 -> core | ok=True attempts=1 fallback=False
