Aggr started. input=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 广义文化 -> core | ok=True attempts=1 fallback=False
[role] 宇 -> core | ok=True attempts=1 fallback=False
[role] 凌人 -> non-core | ok=True attempts=1 fallback=False
[role] 宇宙 -> core | ok=True attempts=1 fallback=False
[role] 久 -> core | ok=True attempts=1 fallback=False
[role] 两仪 -> core | ok=True attempts=1 fallback=False
[role] 太极 -> core | ok=True attempts=1 fallback=False
[role] 四象 -> core | ok=True attempts=1 fallback=False
[role] 四方上下曰宇，往古来今曰宙 -> core | ok=True attempts=1 fallback=False
[role] 太初 -> core | ok=True attempts=1 fallback=False
[role] 太易 -> core | ok=True attempts=1 fallback=False
[role] 八卦 -> core | ok=True attempts=1 fallback=False
[role] 太始 -> core | ok=True attempts=1 fallback=False
[role] 太虚 -> core | ok=True attempts=1 fallback=False
[role] 人法地，地法天，天法道，道法自然 -> core | ok=True attempts=1 fallback=False
[role] 太素 -> core | ok=True attempts=1 fallback=False
[role] 究天人之际 -> non-core | ok=True attempts=1 fallback=False
[role] 浑天说 -> core | ok=True attempts=1 fallback=False
[role] 元气漩涡 -> core | ok=True attempts=1 fallback=False
[role] 天球说 -> core | ok=True attempts=1 fallback=False
[role] 日月五星 -> core | ok=True attempts=1 fallback=False
[role] 天球 -> core | ok=True attempts=1 fallback=False
[role] 张衡 -> non-core | ok=True attempts=1 fallback=False
[role] 地球中心 -> non-core | ok=True attempts=1 fallback=False
[role] 鲜于妄人 -> non-core | ok=True attempts=1 fallback=False
[role] 落下闳 -> non-core | ok=True attempts=1 fallback=False
[role] 盖天说 -> core | ok=True attempts=1 fallback=False
[role] 《浑天仪注》 -> core | ok=True attempts=1 fallback=False
[role] 天体 -> non-core | ok=True attempts=1 fallback=False
[role] 鸡卵喻 -> non-core | ok=True attempts=1 fallback=False
[role] 耿中丞 -> non-core | ok=True attempts=1 fallback=False
[role] 南北极出地角度 -> non-core | ok=True attempts=1 fallback=False
[role] 《灵宪》 -> core | ok=True attempts=1 fallback=False
[role] 宇宙界限 -> non-core | ok=True attempts=1 fallback=False
[role] 浑天体 -> non-core | ok=True attempts=1 fallback=False
[role] 大地 -> non-core | ok=True attempts=1 fallback=False
[role] 天球周长 -> core | ok=True attempts=1 fallback=False
[role] 球面坐标系 -> core | ok=True attempts=1 fallback=False
[role] 地有四游 -> core | ok=True attempts=1 fallback=False
[role] 无限空间 -> core | ok=True attempts=1 fallback=False
[role] 赤道坐标系 -> core | ok=True attempts=1 fallback=False
[role] 天体视运动 -> core | ok=True attempts=1 fallback=False
[role] 宣夜说 -> core | ok=True attempts=1 fallback=False
[role] 目瞀精极 -> non-core | ok=True attempts=1 fallback=False
[role] 郄萌 -> non-core | ok=True attempts=1 fallback=False
[role] 《晋书·天文志》 -> core | ok=True attempts=1 fallback=False
[role] 顺逆 -> non-core | ok=True attempts=1 fallback=False
[role] 宇之表无极 -> non-core | ok=True attempts=1 fallback=False
[role] 进退 -> non-core | ok=True attempts=1 fallback=False
[role] 日月星体 -> core | ok=True attempts=1 fallback=False
[role] 宙之端无穷 -> non-core | ok=True attempts=1 fallback=False
[role] 轨道 -> core | ok=True attempts=1 fallback=False
[role] 速度 -> non-core | ok=True attempts=1 fallback=False
[role] 太阳黑子 -> non-core | ok=True attempts=1 fallback=False
[role] 历法学 -> core | ok=True attempts=1 fallback=False
[role] 天象观测 -> core | ok=True attempts=1 fallback=False
[role] 思辨假说 -> non-core | ok=True attempts=1 fallback=False
[role] 黑气大如钱，居日中央 -> non-core | ok=True attempts=1 fallback=False
[role] 哈雷彗星 -> non-core | ok=True attempts=1 fallback=False
[role] 汉书·五行志 -> non-core | ok=True attempts=1 fallback=False
[role] 新星 -> non-core | ok=True attempts=1 fallback=False
[role] 周易 -> core | ok=True attempts=1 fallback=False
[role] 星孛入于北斗 -> non-core | ok=True attempts=1 fallback=False
[role] 左传 -> core | ok=True attempts=1 fallback=False
[role] 日食 -> core | ok=True attempts=1 fallback=False
[role] 天体测量 -> core | ok=True attempts=1 fallback=False
[role] 超新星 -> core | ok=True attempts=1 fallback=False
[role] 月食 -> core | ok=True attempts=1 fallback=False
[role] 黄道游仪 -> non-core | ok=True attempts=1 fallback=False
[role] 测天仪 -> core | ok=True attempts=1 fallback=False
[role] 星表 -> core | ok=True attempts=1 fallback=False
[role] 子午线长度测定 -> core | ok=True attempts=1 fallback=False
[role] 恒星位移 -> non-core | ok=True attempts=1 fallback=False
[role] 浑仪 -> core | ok=True attempts=1 fallback=False
[role] 星图 -> core | ok=True attempts=1 fallback=False
[role] 简仪 -> non-core | ok=True attempts=1 fallback=False
[role] 二十八宿 -> core | ok=True attempts=1 fallback=False
[role] 东苍龙 -> core | ok=True attempts=1 fallback=False
[role] 北玄武 -> core | ok=True attempts=1 fallback=False
[role] 太微垣 -> core | ok=True attempts=1 fallback=False
[role] 七曜 -> core | ok=True attempts=1 fallback=False
[role] 南朱雀 -> core | ok=True attempts=1 fallback=False
[role] 西白虎 -> core | ok=True attempts=1 fallback=False
[role] 紫微垣 -> core | ok=True attempts=1 fallback=False
[role] 天市垣 -> core | ok=True attempts=1 fallback=False
[role] 北斗七星 -> non-core | ok=True attempts=1 fallback=False
[role] 天枢 -> non-core | ok=True attempts=1 fallback=False
[role] 三垣 -> core | ok=True attempts=1 fallback=False
[role] 北极星 -> non-core | ok=True attempts=1 fallback=False
[role] 三垣二十八宿 -> core | ok=True attempts=1 fallback=False
[role] 天璇 -> non-core | ok=True attempts=1 fallback=False
[role] 斗魁 -> non-core | ok=True attempts=1 fallback=False
[role] 摇光 -> non-core | ok=True attempts=1 fallback=False
[role] 斗柄 -> non-core | ok=True attempts=1 fallback=False
[role] 黄道带 -> core | ok=True attempts=1 fallback=False
[role] 黄道 -> core | ok=True attempts=1 fallback=False
[role] 分野 -> non-core | ok=True attempts=1 fallback=False
[role] 日月食 -> non-core | ok=True attempts=1 fallback=False
[role] 日 -> core | ok=True attempts=1 fallback=False
[role] 闰月 -> core | ok=True attempts=1 fallback=False
[role] 年 -> core | ok=True attempts=1 fallback=False
[role] 地球自转一周 -> non-core | ok=True attempts=1 fallback=False
[role] 月 -> core | ok=True attempts=1 fallback=False
[role] 节气 -> core | ok=True attempts=1 fallback=False
[role] 朔望月 -> core | ok=True attempts=1 fallback=False
[role] 五大行星 -> core | ok=True attempts=1 fallback=False
[role] 闰年 -> core | ok=True attempts=1 fallback=False
[role] 周历 -> core | ok=True attempts=1 fallback=False
[role] 阴历 -> core | ok=True attempts=1 fallback=False
[role] 阴阳合历 -> core | ok=True attempts=1 fallback=False
[role] 夏历 -> core | ok=True attempts=1 fallback=False
[role] 太阳年 -> core | ok=True attempts=1 fallback=False
[role] 阳历 -> core | ok=True attempts=1 fallback=False
[role] 殷历 -> core | ok=True attempts=1 fallback=False
[role] 岁首月建 -> core | ok=True attempts=1 fallback=False
[role] 十二地支 -> core | ok=True attempts=1 fallback=False
[role] 六十甲子 -> core | ok=True attempts=1 fallback=False
[role] 寅月 -> non-core | ok=True attempts=1 fallback=False
[role] 天干地支 -> core | ok=True attempts=1 fallback=False
[role] 夏正寅月 -> non-core | ok=True attempts=1 fallback=False
[role] 十天干 -> core | ok=True attempts=1 fallback=False
[role] 无中气之月为闰月 -> non-core | ok=True attempts=1 fallback=False
[role] 历元 -> core | ok=True attempts=1 fallback=False
[role] 三正 -> core | ok=True attempts=1 fallback=False
[role] 太初历 -> core | ok=True attempts=1 fallback=False
[role] 二十四节气 -> core | ok=True attempts=1 fallback=False
[role] 十九年七闰 -> core | ok=True attempts=1 fallback=False
[role] 日、月食周期记录 -> core | ok=True attempts=1 fallback=False
[role] 闰周 -> non-core | ok=True attempts=1 fallback=False
[role] 大明历 -> core | ok=True attempts=1 fallback=False
[role] 交点月 -> non-core | ok=True attempts=1 fallback=False
[role] 岁差 -> core | ok=True attempts=1 fallback=False
[role] 上元积年 -> non-core | ok=True attempts=1 fallback=False
[role] 授时历 -> core | ok=True attempts=1 fallback=False
[role] 交应 -> non-core | ok=True attempts=1 fallback=False
[role] 天正冬至 -> non-core | ok=True attempts=1 fallback=False
[role] 气应 -> non-core | ok=True attempts=1 fallback=False
[role] 闰应 -> non-core | ok=True attempts=1 fallback=False
[role] 黄赤道度数换算公式 -> non-core | ok=True attempts=1 fallback=False
[role] 转应 -> non-core | ok=True attempts=1 fallback=False
[role] 徵 -> non-core | ok=True attempts=1 fallback=False
[role] 球面三角法 -> core | ok=True attempts=1 fallback=False
[role] 六律 -> core | ok=True attempts=1 fallback=False
[role] 五音 -> core | ok=True attempts=1 fallback=False
[role] 商 -> core | ok=True attempts=1 fallback=False
[role] 宫 -> core | ok=True attempts=1 fallback=False
[role] 七声 -> core | ok=True attempts=1 fallback=False
[role] 变徵 -> non-core | ok=True attempts=1 fallback=False
[role] 羽 -> core | ok=True attempts=1 fallback=False
[role] 清角 -> non-core | ok=True attempts=1 fallback=False
[role] 燕乐音阶 -> core | ok=True attempts=1 fallback=False
[role] 十二律 -> core | ok=True attempts=1 fallback=False
[role] 六吕 -> non-core | ok=True attempts=1 fallback=False
[role] 角 -> core | ok=True attempts=1 fallback=False
[role] 清乐音阶 -> core | ok=True attempts=1 fallback=False
[role] 黄钟 -> non-core | ok=True attempts=1 fallback=False
[role] 大吕 -> non-core | ok=True attempts=1 fallback=False
[role] 太簇 -> non-core | ok=True attempts=1 fallback=False
[role] 律吕 -> core | ok=True attempts=1 fallback=False
[role] 夹钟 -> non-core | ok=True attempts=1 fallback=False
[role] 宇宙观 -> core | ok=True attempts=1 fallback=False
[role] 律管飞灰法 -> core | ok=True attempts=1 fallback=False
[role] 黄钟大吕 -> non-core | ok=True attempts=1 fallback=False
[role] 《素问·天元纪大论》 -> core | ok=True attempts=1 fallback=False
[role] 泛神论 -> core | ok=True attempts=1 fallback=False
[role] 天神 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳学说 -> core | ok=True attempts=1 fallback=False
[role] 五行学说 -> core | ok=True attempts=1 fallback=False
[role] 天极星 -> core | ok=True attempts=1 fallback=False
[role] 元气说 -> core | ok=True attempts=1 fallback=False
[role] 大气 -> non-core | ok=True attempts=1 fallback=False
[role] 《易》学 -> core | ok=True attempts=1 fallback=False
[role] 二十八星宿 -> core | ok=True attempts=1 fallback=False
[role] 四时五行 -> core | ok=True attempts=1 fallback=False
[role] 月行十三度而有奇 -> non-core | ok=True attempts=1 fallback=False
[role] 五脏化气 -> core | ok=True attempts=1 fallback=False
[role] 五气经天说 -> core | ok=True attempts=1 fallback=False
[role] 赤道 -> core | ok=True attempts=1 fallback=False
[role] 月生无泻 -> non-core | ok=True attempts=1 fallback=False
[role] 情志变化 -> core | ok=True attempts=1 fallback=False
[role] 浑天仪 -> core | ok=True attempts=1 fallback=False
[role] 月满无补 -> non-core | ok=True attempts=1 fallback=False
[role] 日行一度 -> non-core | ok=True attempts=1 fallback=False
[role] 北斗 -> non-core | ok=True attempts=1 fallback=False
[role] 五星 -> non-core | ok=True attempts=1 fallback=False
[role] 八节 -> non-core | ok=True attempts=1 fallback=False
[role] 三阴三阳 -> core | ok=True attempts=1 fallback=False
[role] 六经辨证 -> core | ok=True attempts=1 fallback=False
[role] 九宫 -> core | ok=True attempts=1 fallback=False
[role] 十二经脉学说 -> core | ok=True attempts=1 fallback=False
[role] 五行体系 -> core | ok=True attempts=1 fallback=False
[role] 阴阳之气多少 -> non-core | ok=True attempts=1 fallback=False
[role] 运气七篇 -> core | ok=True attempts=1 fallback=False
[role] 天人相应 -> core | ok=True attempts=1 fallback=False
[role] 《素问·气交变大论》 -> core | ok=True attempts=1 fallback=False
[role] 五气 -> core | ok=True attempts=1 fallback=False
[role] 昼夜 -> core | ok=True attempts=1 fallback=False
[role] 五时 -> non-core | ok=True attempts=1 fallback=False
[role] 五行生克 -> core | ok=True attempts=1 fallback=False
[role] 中运 -> core | ok=True attempts=1 fallback=False
[role] 五运六气学说 -> core | ok=True attempts=1 fallback=False
[role] 五方 -> core | ok=True attempts=1 fallback=False
[role] 类比推理 -> core | ok=True attempts=1 fallback=False
[role] 五运 -> core | ok=True attempts=1 fallback=False
[role] 客运 -> non-core | ok=True attempts=1 fallback=False
[role] 六气 -> core | ok=True attempts=1 fallback=False
[role] 主运 -> core | ok=True attempts=1 fallback=False
[role] 司天 -> core | ok=True attempts=1 fallback=False
[role] 四间气 -> core | ok=True attempts=1 fallback=False
[role] 在泉 -> core | ok=True attempts=1 fallback=False
[role] 主气 -> core | ok=True attempts=1 fallback=False
[role] 干支纪年法 -> core | ok=True attempts=1 fallback=False
[role] 客气 -> core | ok=True attempts=1 fallback=False
[role] 不及 -> non-core | ok=True attempts=1 fallback=False
[role] 平气 -> core | ok=True attempts=1 fallback=False
[role] 太过 -> core | ok=True attempts=1 fallback=False
[role] 木运太过 -> non-core | ok=True attempts=1 fallback=False
[role] 地球 -> core | ok=True attempts=1 fallback=False
[role] 宇之表无极，宙之端无穷 -> non-core | ok=True attempts=1 fallback=False
[role] 七篇大论 -> core | ok=True attempts=1 fallback=False
[role] 浑天仪注 -> core | ok=True attempts=1 fallback=False
[role] 灵宪 -> core | ok=True attempts=1 fallback=False
[role] 浑象 -> core | ok=True attempts=1 fallback=False
[role] 球面运动 -> core | ok=True attempts=1 fallback=False
[role] 金运太过 -> non-core | ok=True attempts=1 fallback=False
[role] 厥阴风木 -> core | ok=True attempts=1 fallback=False
[role] 鸡卵 -> non-core | ok=True attempts=1 fallback=False
[role] 蛋黄 -> non-core | ok=True attempts=1 fallback=False
[role] 战国时期 -> non-core | ok=True attempts=1 fallback=False
[role] 南北两极 -> non-core | ok=True attempts=1 fallback=False
[role] 恒星 -> core | ok=True attempts=1 fallback=False
[role] 无限太空 -> non-core | ok=True attempts=1 fallback=False
[role] 弹丸 -> non-core | ok=True attempts=1 fallback=False
[role] 苍色 -> non-core | ok=True attempts=1 fallback=False
[role] 行度差异 -> non-core | ok=True attempts=1 fallback=False
[role] 理论证明 -> core | ok=True attempts=1 fallback=False
[role] 无形质实体 -> non-core | ok=True attempts=1 fallback=False
[role] 顺逆变化 -> non-core | ok=True attempts=1 fallback=False
[role] 晋书·天文志 -> core | ok=True attempts=1 fallback=False
[role] 地动说 -> core | ok=True attempts=1 fallback=False
[role] 独立轨道 -> non-core | ok=True attempts=1 fallback=False
[role] 实际测量 -> non-core | ok=True attempts=1 fallback=False
[role] 日月星辰 -> non-core | ok=True attempts=1 fallback=False
[role] 思想领域 -> non-core | ok=True attempts=1 fallback=False
[role] 太白 -> non-core | ok=True attempts=1 fallback=False
[role] 岁星 -> core | ok=True attempts=1 fallback=False
[role] 玄武 -> core | ok=True attempts=1 fallback=False
[role] 镇星 -> non-core | ok=True attempts=1 fallback=False
[role] 朱雀 -> core | ok=True attempts=1 fallback=False
[role] 辰星 -> non-core | ok=True attempts=1 fallback=False
[role] 子午线测量 -> core | ok=True attempts=1 fallback=False
[role] 荧惑 -> core | ok=True attempts=1 fallback=False
[role] 指极星 -> non-core | ok=True attempts=1 fallback=False
[role] 闰月安插 -> non-core | ok=True attempts=1 fallback=False
[role] 紫微 -> core | ok=True attempts=1 fallback=False
[role] 月的日数分配 -> non-core | ok=True attempts=1 fallback=False
